i18n_key,command_id,icon,icon_after,th_now,th_new,en_now,en_new,note
ui.html.tbAlignJustify,fmt:align:justify,,,เต็มบรรทัด (Ctrl+Shift+J),เต็มบรรทัด,Justify (Ctrl+Shift+J),Justify,ตัดคีย์ลัดท้าย (Ctrl+Shift+J) — ให้ UI เติมจาก commands.csv
ui.html.tbGallery,gallery,,,คลังรูปภาพ (Ctrl+Shift+G),คลังรูปภาพ,Image library (Ctrl+Shift+G),Image library,ตัดคีย์ลัดท้าย (Ctrl+Shift+G) — ให้ UI เติมจาก commands.csv
ui.html.tbGsearch,global-search,,,ค้นหาทั้งโปรเจกต์ (Ctrl+Shift+F),ค้นหาทั้งโปรเจกต์,Search the whole project (Ctrl+Shift+F),Search the whole project,ตัดคีย์ลัดท้าย (Ctrl+Shift+F) — ให้ UI เติมจาก commands.csv
ui.html.tbClose,close-tab,,,ปิดแท็บ (Ctrl+W),ปิดแท็บ,Close tab (Ctrl+W),Close tab,ตัดคีย์ลัดท้าย (Ctrl+W) — ให้ UI เติมจาก commands.csv
ui.html.tbCloseAll,close-all-tabs,,,ปิดทุกแท็บ (Ctrl+Shift+W),ปิดทุกแท็บ,Close every tab (Ctrl+Shift+W),Close every tab,ตัดคีย์ลัดท้าย (Ctrl+Shift+W) — ให้ UI เติมจาก commands.csv
ui.html.tbFocus,focus-mode,,,โหมดโฟกัส (Ctrl+Shift+D),โหมดโฟกัส,Focus mode (Ctrl+Shift+D),Focus mode,ตัดคีย์ลัดท้าย (Ctrl+Shift+D) — ให้ UI เติมจาก commands.csv
ui.html.tbTypewriter,typewriter,,,โหมดเครื่องพิมพ์ดีด (Ctrl+Shift+T),โหมดเครื่องพิมพ์ดีด,Typewriter mode (Ctrl+Shift+T),Typewriter mode,ตัดคีย์ลัดท้าย (Ctrl+Shift+T) — ให้ UI เติมจาก commands.csv
ui.html.tbQuickopen,quick-open,,,ค้นหาไฟล์ด่วน (Ctrl+Shift+O),ค้นหาไฟล์ด่วน,Quick open a file (Ctrl+Shift+O),Quick open a file,ตัดคีย์ลัดท้าย (Ctrl+Shift+O) — ให้ UI เติมจาก commands.csv
ui.html.tbAiHub,toggle-panel:ai-hub,,,AI Hub — ทางเข้าเดียวของทุกความสามารถ AI (Ctrl+Alt+Q),AI Hub — ทางเข้าเดียวของทุกความสามารถ AI,AI Hub — one door into every AI feature (Ctrl+Alt+Q),AI Hub — one door into every AI feature,ตัดคีย์ลัดท้าย (Ctrl+Alt+Q) — ให้ UI เติมจาก commands.csv
ui.html.tbStarter,story-starter-toggle,magic,,✨ Story Starter (ตั้งต้นเรื่อง · เล่นเป็นตอนกับ AI),Story Starter (ตั้งต้นเรื่อง · เล่นเป็นตอนกับ AI),✨ Story Starter — set a story up and play it out with AI,Story Starter — set a story up and play it out with AI,
ui.html.tbAiAnalyzer,ai-analyzer,brain,,🧠 AI วิเคราะห์ (จังหวะเรื่อง · ตัวละคร · คำซ้ำ),AI วิเคราะห์ (จังหวะเรื่อง · ตัวละคร · คำซ้ำ),🧠 AI analysis — pacing · characters · repeated words,AI analysis — pacing · characters · repeated words,
ui.html.tbCodex,toggle-panel:codex,book-content,,📚 สารานุกรม (Codex — เอนทิตี้ Wiki ทั้งเล่ม · ส่งออกเป็นเว็บได้),สารานุกรม (Codex — เอนทิตี้ Wiki ทั้งเล่ม · ส่งออกเป็นเว็บได้),"📚 Codex — every Wiki entry in one book, exportable as a website","Codex — every Wiki entry in one book, exportable as a website",
ui.html.tbHistory,toggle-panel:history,history,,🕘 ประวัติการทำงาน (ย้อนกลับไปจุดไหนก็ได้),ประวัติการทำงาน (ย้อนกลับไปจุดไหนก็ได้),🕘 Work history — roll back to any point,Work history — roll back to any point,
ui.html.tbRecord,toggle-panel:record,notepad,,🗒 บันทึกประจำวัน (จดว่าวันนี้ทำอะไร · ส่งออก CSV),บันทึกประจำวัน (จดว่าวันนี้ทำอะไร · ส่งออก CSV),"🗒 Daily journal — what you did today, exportable as CSV","Daily journal — what you did today, exportable as CSV",
ui.html.tbDialogue,toggle-panel:dialogue,,,บทพูดทั้งผลงาน (Ctrl+Alt+L),บทพูดทั้งผลงาน,Dialogue across the whole work (Ctrl+Alt+L),Dialogue across the whole work,ตัดคีย์ลัดท้าย (Ctrl+Alt+L) — ให้ UI เติมจาก commands.csv
ui.html.tbPlugins,toggle-panel:plugins,,,ปลั๊กอิน (Ctrl+Alt+E),ปลั๊กอิน,Plugins (Ctrl+Alt+E),Plugins,ตัดคีย์ลัดท้าย (Ctrl+Alt+E) — ให้ UI เติมจาก commands.csv
ui.html.tbTimeline,toggle-panel:timeline,,,เส้นเวลา (Ctrl+Alt+T),เส้นเวลา,Timeline (Ctrl+Alt+T),Timeline,ตัดคีย์ลัดท้าย (Ctrl+Alt+T) — ให้ UI เติมจาก commands.csv
ui.html.tbMaps,toggle-panel:maps,,,แผนที่ (Ctrl+Alt+M),แผนที่,Maps (Ctrl+Alt+M),Maps,ตัดคีย์ลัดท้าย (Ctrl+Alt+M) — ให้ UI เติมจาก commands.csv
ui.html.tbBooks,toggle-panel:books,,,จัดการเล่ม (Ctrl+Alt+K),จัดการเล่ม,Book manager (Ctrl+Alt+K),Book manager,ตัดคีย์ลัดท้าย (Ctrl+Alt+K) — ให้ UI เติมจาก commands.csv
ui.html.tbPlanner,toggle-panel:planner,,,กระดานวางแผน (Ctrl+Alt+P),กระดานวางแผน,Planner board (Ctrl+Alt+P),Planner board,ตัดคีย์ลัดท้าย (Ctrl+Alt+P) — ให้ UI เติมจาก commands.csv
ui.html.tbBranch,toggle-panel:branch,,,ผังแตกสาย (Ctrl+Alt+B),ผังแตกสาย,Branching map (Ctrl+Alt+B),Branching map,ตัดคีย์ลัดท้าย (Ctrl+Alt+B) — ให้ UI เติมจาก commands.csv
ui.html.tbFloorplan,toggle-panel:floorplan,,,ผังพื้นที่ (Ctrl+Alt+F),ผังพื้นที่,Floor plan (Ctrl+Alt+F),Floor plan,ตัดคีย์ลัดท้าย (Ctrl+Alt+F) — ให้ UI เติมจาก commands.csv
ui.html.tbPlayer,toggle-panel:player,,,ทดลองเล่น (Ctrl+Alt+Y),ทดลองเล่น,Play through (Ctrl+Alt+Y),Play through,ตัดคีย์ลัดท้าย (Ctrl+Alt+Y) — ให้ UI เติมจาก commands.csv
ui.html.tbGalleryBoard,toggle-panel:gallery-board,,,กระดานอารมณ์ (Ctrl+Alt+G),กระดานอารมณ์,Mood board (Ctrl+Alt+G),Mood board,ตัดคีย์ลัดท้าย (Ctrl+Alt+G) — ให้ UI เติมจาก commands.csv
ui.html.tbComments,toggle-panel:comments,,,คอมเมนต์ (Ctrl+Alt+O),คอมเมนต์,Comments (Ctrl+Alt+O),Comments,ตัดคีย์ลัดท้าย (Ctrl+Alt+O) — ให้ UI เติมจาก commands.csv
ui.html.zoomCtl,,,,ซูมหน้ากระดาษ (Ctrl+ล้อเมาส์),ซูมหน้ากระดาษ,Zoom the page (Ctrl + mouse wheel),Zoom the page (Ctrl + mouse wheel),ตัดคีย์ลัดท้าย (Ctrl+ล้อเมาส์) — ให้ UI เติมจาก commands.csv
ui.html.zoomOut,zoom,,,ย่อ (Ctrl+-),ย่อ,Zoom out (Ctrl+-),Zoom out,ตัดคีย์ลัดท้าย (Ctrl+-) — ให้ UI เติมจาก commands.csv
ui.html.zoomIn,zoom,,,ขยาย (Ctrl+=),ขยาย,Zoom in (Ctrl+=),Zoom in,ตัดคีย์ลัดท้าย (Ctrl+=) — ให้ UI เติมจาก commands.csv
ui.html.zoomReset,zoom,,,รีเซ็ต (Ctrl+Shift+0),รีเซ็ต,Reset zoom (Ctrl+Shift+0),Reset zoom,ตัดคีย์ลัดท้าย (Ctrl+Shift+0) — ให้ UI เติมจาก commands.csv
ui.html.tbModeText,,book-open,chevron-down,📖 นิยาย ▾,นิยาย,📖 Prose ▾,Prose,
ui.menu.importScrivenerScrivI,import-scrivener,,,นำเข้าจาก Scrivener (.scriv)… ({0}+{1}+{2}+I),นำเข้าจาก Scrivener (.scriv)…,Import from Scrivener (.scriv)… ({0}+{1}+{2}+I),Import from Scrivener (.scriv)…,ตัดคีย์ลัดท้าย ({0}+{1}+{2}+I) — ให้ UI เติมจาก commands.csv
ui.menu.textCaseCycleU,text-case-cycle,,,วนรูปตัวพิมพ์ ({0}+{1}+U),วนรูปตัวพิมพ์,Cycle letter case ({0}+{1}+U),Cycle letter case,ตัดคีย์ลัดท้าย ({0}+{1}+U) — ให้ UI เติมจาก commands.csv
ui.menu.thesaurusT,thesaurus,,,คลังคำพ้อง/คำตรงข้าม… ({0}+{1}+{2}+T),คลังคำพ้อง/คำตรงข้าม…,Thesaurus… ({0}+{1}+{2}+T),Thesaurus…,ตัดคีย์ลัดท้าย ({0}+{1}+{2}+T) — ให้ UI เติมจาก commands.csv
ui.menu.backlinksPanelB,,link,,🔗 ฉากที่กล่าวถึง ({0}+{1}+{2}+B),ฉากที่กล่าวถึง,🔗 Mentions ({0}+{1}+{2}+B),Mentions,ตัดคีย์ลัดท้าย ({0}+{1}+{2}+B) — ให้ UI เติมจาก commands.csv
